"x"
"Eucalyptus crenulata"
"Eucalyptus camphora subsp. camphora"
"Eucalyptus deanei"
"Eucalyptus diversicolor"
"Eucalyptus rameliana"
"Eucalyptus tetraptera"
"Eucalyptus websteriana subsp. websteriana"
"Eucalyptus minniritchi"
"Eucalyptus sessilis"
"Eucalyptus rosacea"
"Eucalyptus glomerosa"
"Eucalyptus youngiana"
"Eucalyptus pachycalyx subsp. pachycalyx"
"Eucalyptus squamosa"
"Eucalyptus rhomboidea"
"Eucalyptus cloeziana"
"Eucalyptus johnsoniana"
"Eucalyptus jacksonii"
"Eucalyptus brevistylis"
"Eucalyptus umbra"
"Eucalyptus apothalassica"
"Eucalyptus carnea"
"Eucalyptus risdonii"
"Eucalyptus verrucata"
"Eucalyptus serraensis"
"Eucalyptus victoriana"
"Eucalyptus stenostoma"
"Eucalyptus racemosa"
"Eucalyptus nitida"
"Eucalyptus regnans"
"Eucalyptus tenuiramis"
"Eucalyptus pulchella"
"Eucalyptus arenacea"
"Eucalyptus sieberi"
"Eucalyptus globoidea"
"Eucalyptus muelleriana"
"Eucalyptus baxteri"
"Eucalyptus mackintii"
"Eucalyptus triflora"
"Eucalyptus multicaulis"
"Eucalyptus conglomerata"
"Eucalyptus willisii subsp. willisii"
"Eucalyptus croajingolensis"
"Eucalyptus yangoura"
"Eucalyptus mitchelliana"
"Eucalyptus olsenii"
"Eucalyptus sparsifolia"
"Eucalyptus mckieana"
"Eucalyptus approximans subsp. codonocarpa"
"Eucalyptus olida"
"Eucalyptus laevopinea"
"Eucalyptus youmanii"
"Eucalyptus macrorhyncha subsp. macrorhyncha"
"Eucalyptus piperita subsp. piperita"
"Eucalyptus consideniana"
"Eucalyptus caliginosa"
"Eucalyptus luehmanniana"
"Eucalyptus williamsiana"
"Eucalyptus andrewsii subsp. andrewsii"
"Eucalyptus boliviana"
"Eucalyptus agglomerata"
"Eucalyptus deuaensis"
"Eucalyptus pilularis"
"Eucalyptus pyrocarpa"
"Eucalyptus tenella"
"Eucalyptus capitellata"
"Eucalyptus ralla"
"Eucalyptus apiculata"
"Eucalyptus oblonga"
"Eucalyptus blaxlandii"
"Eucalyptus haemastoma"
"Eucalyptus ligustrina"
"Eucalyptus eugenioides"
"Eucalyptus bensonii"
"Eucalyptus paliformis"
"Eucalyptus stricta"
"Eucalyptus moorei subsp. moorei"
"Eucalyptus stellulata"
"Eucalyptus obliqua"
"Eucalyptus kybeanensis"
"Eucalyptus gregsoniana"
"Eucalyptus dives"
"Eucalyptus lacrimans"
"Eucalyptus oreades"
"Eucalyptus fraxinoides"
"Eucalyptus burgessiana"
"Eucalyptus cunninghamii"
"Eucalyptus fastigata"
"Eucalyptus delegatensis subsp. delegatensis"
"Eucalyptus elata"
"Eucalyptus radiata subsp. radiata"
"Eucalyptus pauciflora subsp. pauciflora"
"Eucalyptus remota"
"Eucalyptus amygdalina"
"Eucalyptus acmenoides"
"Eucalyptus sphaerocarpa"
"Eucalyptus latisinensis"
"Eucalyptus rubiginosa"
"Eucalyptus pachyloma"
"Eucalyptus diversifolia subsp. diversifolia"
"Eucalyptus aquilina"
"Eucalyptus megacarpa"
"Eucalyptus lateritica"
"Eucalyptus suberea"
"Eucalyptus todtiana"
"Eucalyptus dolorosa"
"Eucalyptus patens"
"Eucalyptus staeri"
"Eucalyptus marginata subsp. marginata"
"Eucalyptus calcicola subsp. calcicola"
"Eucalyptus insularis"
"Eucalyptus pendens"
"Eucalyptus exilis"
"Eucalyptus platydisca"
"Eucalyptus planchoniana"
"Eucalyptus ligulata subsp. ligulata"
"Eucalyptus erectifolia"
"Eucalyptus sepulcralis"
"Eucalyptus preissiana subsp. preissiana"
"Eucalyptus buprestium"
"Eucalyptus acies"
"Eucalyptus coronata"
"Eucalyptus tenuipes"
"Eucalyptus tetrodonta"
"Eucalyptus miniata"
"Eucalyptus gigantangion"
"Eucalyptus chartaboma"
"Eucalyptus ceracea"
"Eucalyptus phoenicea"
"Eucalyptus gongylocarpa"
"Eucalyptus roycei"
"Eucalyptus ebbanoensis subsp. ebbanoensis"
"Eucalyptus erythrocorys"
"Eucalyptus jucunda"
"Eucalyptus odontocarpa"
"Eucalyptus gamophylla"
"Eucalyptus gittinsii subsp. gittinsii"
"Eucalyptus eudesmioides subsp. eudesmioides"
"Eucalyptus extrica"
"Eucalyptus pleurocarpa"
"Eucalyptus conveniens"
"Eucalyptus lirata"
"Eucalyptus baileyana"
"Eucalyptus similis"
"Eucalyptus curtisii"
"Corymbia trachyphloia"
"Corymbia gummifera"
"Corymbia ficifolia"
"Corymbia haematoxylon"
"Corymbia calophylla"
"Corymbia abergiana"
"Corymbia brachycarpa"
"Corymbia polycarpa"
"Corymbia pachycarpa"
"Corymbia hamersleyana"
"Corymbia lenziana"
"Corymbia arenaria"
"Corymbia chippendalei"
"Corymbia dolichocarpa"
"Corymbia xanthope"
"Corymbia intermedia"
"Corymbia novaguineesis"
"Corymbia latifolia"
"Corymbia jacobsiana"
"Corymbia clarksoniana"
"Corymbia greeniana"
"Corymbia foelscheana"
"Corymbia cadophora subsp. cadophora"
"Corymbia bleeseri"
"Corymbia nesophila"
"Corymbia dunlopiana"
"Corymbia collina"
"Corymbia deserticola subsp. deserticola"
"Corymbia eremaea subsp. eremaea"
"Corymbia papillosa"
"Corymbia ligans subsp. ligans"
"Corymbia ferruginea subsp. ferruginea"
"Corymbia dampieri"
"Corymbia zygophylla"
"Corymbia hendersonii"
"Corymbia ellipsoidea"
"Corymbia erythrophloia"
"Corymbia plena"
"Corymbia lamprophylla"
"Corymbia ptychocarpa subsp. ptychocarpa"
"Angophora exul"
"Angophora melanoxylon"
"Angophora robur"
"Angophora floribunda"
"Angophora woodsiana"
"Angophora subvelutina"
"Angophora inopina"
"Angophora costata subsp. costata"
"Angophora hispida"
"Angophora bakeri subsp. bakeri"
